GO_ID	GO_Name	GO_Category	Enrichment	p_uncorrected	p_fdr_bh	Study_Count	Study_Total	Pop_Count	Pop_Total	Study_Genes	Depth
GO:0009051	pentose-phosphate shunt, oxidative branch	BP	e	0.05765629886611303	1.0	1	229	4	15541	G6PD	11
GO:0060605	tube lumen cavitation	BP	e	0.05765629886611303	1.0	1	229	4	15541	EDA	4
GO:0030451	regulation of complement activation, alternative pathway	BP	e	0.05765629886611303	1.0	1	229	4	15541	VSIG4	7
GO:0006526	L-arginine biosynthetic process	BP	e	0.05765629886611303	1.0	1	229	4	15541	OTC	11
GO:0035822	gene conversion	BP	e	0.05765629886611303	1.0	1	229	4	15541	TEX11	9
GO:0002238	response to molecule of fungal origin	BP	e	0.05765629886611303	1.0	1	229	4	15541	BTK	4
GO:1905936	regulation of germ cell proliferation	BP	e	0.05765629886611303	1.0	1	229	4	15541	PRDX4	5
GO:0042256	cytosolic ribosome assembly	BP	e	0.05765629886611303	1.0	1	229	4	15541	DDX3X	8
GO:0071651	positive regulation of chemokine (C-C motif) ligand 5 production	BP	e	0.05765629886611303	1.0	1	229	4	15541	DDX3X	11
GO:0014809	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion	BP	e	0.05765629886611303	1.0	1	229	4	15541	DMD	11
GO:0006591	ornithine metabolic process	BP	e	0.05765629886611303	1.0	1	229	4	15541	OTC	8
GO:0031452	negative regulation of heterochromatin formation	BP	e	0.05765629886611303	1.0	1	229	4	15541	PHF8	9
GO:0070235	regulation of activation-induced cell death of T cells	BP	e	0.05765629886611303	1.0	1	229	4	15541	TSC22D3	9
GO:0060789	hair follicle placode formation	BP	e	0.05765629886611303	1.0	1	229	4	15541	EDA	4
GO:0120262	negative regulation of heterochromatin organization	BP	e	0.05765629886611303	1.0	1	229	4	15541	PHF8	7
GO:0048808	male genitalia morphogenesis	BP	e	0.05765629886611303	1.0	1	229	4	15541	AR	5
GO:0071482	cellular response to light stimulus	BP	e	0.05686635082721066	1.0	4	229	98	15541	OPN1LW,OPN1MW,OPN1MW2,OPN1MW3	6
GO:0071226	cellular response to molecule of fungal origin	BP	e	0.05765629886611303	1.0	1	229	4	15541	BTK	5
GO:0019230	proprioception	BP	e	0.05765629886611303	1.0	1	229	4	15541	MECP2	5
GO:0010511	regulation of phosphatidylinositol biosynthetic process	BP	e	0.05765629886611303	1.0	1	229	4	15541	HTR2C	9
GO:0035063	nuclear speck organization	BP	e	0.05765629886611303	1.0	1	229	4	15541	AFF2	7
GO:0019240	citrulline biosynthetic process	BP	e	0.05765629886611303	1.0	1	229	4	15541	OTC	9
GO:2000254	regulation of male germ cell proliferation	BP	e	0.05765629886611303	1.0	1	229	4	15541	PRDX4	6
GO:0046545	development of primary female sexual characteristics	BP	e	0.05765629886611303	1.0	1	229	4	15541	DACH2	4
GO:0002553	histamine secretion by mast cell	BP	e	0.0715455121994245	1.0	1	229	5	15541	BTK	9
GO:0010286	heat acclimation	BP	e	0.0715455121994245	1.0	1	229	5	15541	RBBP7	5
GO:0035965	cardiolipin acyl-chain remodeling	BP	e	0.0715455121994245	1.0	1	229	5	15541	TAFAZZIN	9
GO:0021828	gonadotrophin-releasing hormone neuronal migration to the hypothalamus	BP	e	0.0715455121994245	1.0	1	229	5	15541	PLXNA3	6
GO:0099140	presynaptic actin cytoskeleton organization	BP	e	0.0715455121994245	1.0	1	229	5	15541	PLS3	7
GO:0051231	spindle elongation	BP	e	0.0715455121994245	1.0	1	229	5	15541	KIF4A	3
GO:0034087	establishment of mitotic sister chromatid cohesion	BP	e	0.0715455121994245	1.0	1	229	5	15541	SMC1A	4
GO:0006549	isoleucine metabolic process	BP	e	0.0715455121994245	1.0	1	229	5	15541	HSD17B10	8
GO:0046471	phosphatidylglycerol metabolic process	BP	e	0.06767244128543205	1.0	2	229	29	15541	MECP2,TAFAZZIN	7
GO:0072678	T cell migration	BP	e	0.06767244128543205	1.0	2	229	29	15541	CD99,XG	7
GO:0045600	positive regulation of fat cell differentiation	BP	e	0.06838466079666512	1.0	3	229	64	15541	HTR2C,SYAP1,TFE3	6
GO:0060371	regulation of atrial cardiac muscle cell membrane depolarization	BP	e	0.0715455121994245	1.0	1	229	5	15541	FHL1	5
GO:0006550	L-isoleucine catabolic process	BP	e	0.0715455121994245	1.0	1	229	5	15541	HSD17B10	10
GO:1901463	regulation of tetrapyrrole biosynthetic process	BP	e	0.0715455121994245	1.0	1	229	5	15541	ABCB7	6
GO:0070370	cellular heat acclimation	BP	e	0.0715455121994245	1.0	1	229	5	15541	RBBP7	6
GO:0060372	regulation of atrial cardiac muscle cell membrane repolarization	BP	e	0.0715455121994245	1.0	1	229	5	15541	FLNA	6
GO:0006359	regulation of transcription by RNA polymerase III	BP	e	0.059625125236146735	1.0	2	229	27	15541	AR,TENM1	10
GO:0043268	positive regulation of potassium ion transport	BP	e	0.059625125236146735	1.0	2	229	27	15541	FHL1,FLNA	8
GO:1901890	positive regulation of cell junction assembly	BP	e	0.06037486516928282	1.0	4	229	100	15541	ARMCX5-GPRASP2,GPRASP3,IL1RAPL1,IQSEC2	6
GO:1905330	regulation of morphogenesis of an epithelium	BP	e	0.060959578222598086	1.0	3	229	61	15541	AGTR2,AR,MAGED1	5
GO:0099560	synaptic membrane adhesion	BP	e	0.0636052758569221	1.0	2	229	28	15541	GPC4,IL1RAPL1	4
GO:1900227	positive regulation of NLRP3 inflammasome complex assembly	BP	e	0.0636052758569221	1.0	2	229	28	15541	BTK,DDX3X	7
GO:1902624	positive regulation of neutrophil migration	BP	e	0.0636052758569221	1.0	2	229	28	15541	CD99,XG	8
GO:1904064	positive regulation of cation transmembrane transport	BP	e	0.06399587948306072	1.0	4	229	102	15541	FHL1,FLNA,G6PD,HEPH	8
GO:0001757	somite specification	BP	e	0.05765629886611303	1.0	1	229	4	15541	RIPPLY1	4
GO:0090598	male anatomical structure morphogenesis	BP	e	0.05765629886611303	1.0	1	229	4	15541	AR	3
GO:0021637	trigeminal nerve structural organization	BP	e	0.05765629886611303	1.0	1	229	4	15541	PLXNA3	4
GO:0099191	trans-synaptic signaling by BDNF	BP	e	0.05765629886611303	1.0	1	229	4	15541	MECP2	7
GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway	BP	e	0.05765629886611303	1.0	1	229	4	15541	FLNA	8
GO:0060662	salivary gland cavitation	BP	e	0.05765629886611303	1.0	1	229	4	15541	EDA	5
GO:1902490	regulation of sperm capacitation	BP	e	0.05765629886611303	1.0	1	229	4	15541	TCP11X1	7
GO:0032094	response to food	BP	e	0.059625125236146735	1.0	2	229	27	15541	G6PD,GPR82	3
GO:0021707	cerebellar granule cell differentiation	BP	e	0.0715455121994245	1.0	1	229	5	15541	OPHN1	6
GO:0001662	behavioral fear response	BP	e	0.07182321875648787	1.0	2	229	30	15541	HTR2C,MECP2	5
GO:0034767	positive regulation of monoatomic ion transmembrane transport	BP	e	0.0735341638221688	1.0	4	229	107	15541	FHL1,FLNA,G6PD,HEPH	7
GO:0019318	hexose metabolic process	BP	e	0.07443717398159866	1.0	5	229	152	15541	FAM3A,G6PD,PDHA1,SLC35A2,TKTL1	6
GO:0050769	positive regulation of neurogenesis	BP	e	0.07448786212044049	1.0	6	229	199	15541	ARMCX5-GPRASP2,GDI1,GPRASP3,IL1RAPL1,MECP2,TRPC5	7
GO:0002209	behavioral defense response	BP	e	0.076054286110309	1.0	2	229	31	15541	HTR2C,MECP2	4
GO:0034121	regulation of toll-like receptor signaling pathway	BP	e	0.076054286110309	1.0	2	229	31	15541	GDI1,TASL	8
GO:0031344	regulation of cell projection organization	BP	e	0.0770668025636546	1.0	14	229	587	15541	ARMCX5-GPRASP2,DMD,FRMD7,GDI1,GPRASP3,IL1RAPL1,MCF2,PLXNA3,PQBP1,SPRY3,TENM1,TRPC5,USP9X,WDR44	5
GO:0021856	hypothalamic tangential migration using cell-axon interactions	BP	e	0.0715455121994245	1.0	1	229	5	15541	PLXNA3	5
GO:0021853	cerebral cortex GABAergic interneuron migration	BP	e	0.0715455121994245	1.0	1	229	5	15541	ARX	9
GO:1902630	regulation of membrane hyperpolarization	BP	e	0.0715455121994245	1.0	1	229	5	15541	TRPC5	4
GO:0036493	positive regulation of translation in response to endoplasmic reticulum stress	BP	e	0.0715455121994245	1.0	1	229	5	15541	DDX3X	12
GO:0071394	cellular response to testosterone stimulus	BP	e	0.0715455121994245	1.0	1	229	5	15541	AR	6
GO:0034759	regulation of iron ion transmembrane transport	BP	e	0.0715455121994245	1.0	1	229	5	15541	HEPH	8
GO:1905034	regulation of antifungal innate immune response	BP	e	0.0715455121994245	1.0	1	229	5	15541	FAM3A	7
GO:1905031	regulation of membrane repolarization during cardiac muscle cell action potential	BP	e	0.0715455121994245	1.0	1	229	5	15541	FLNA	6
GO:0090315	negative regulation of protein targeting to membrane	BP	e	0.0715455121994245	1.0	1	229	5	15541	GDI1	8
GO:1905749	regulation of endosome to plasma membrane protein transport	BP	e	0.0715455121994245	1.0	1	229	5	15541	GRIPAP1	8
GO:0002441	histamine secretion involved in inflammatory response	BP	e	0.0715455121994245	1.0	1	229	5	15541	BTK	8
GO:0072171	mesonephric tubule morphogenesis	BP	e	0.0715455121994245	1.0	1	229	5	15541	GPC3	8
GO:0044241	lipid digestion	BP	e	0.0715455121994245	1.0	1	229	5	15541	ARX	3
GO:1902396	protein localization to bicellular tight junction	BP	e	0.0715455121994245	1.0	1	229	5	15541	FLNA	6
GO:0043132	NAD transport	BP	e	0.0715455121994245	1.0	1	229	5	15541	SLC25A53	9
GO:0045329	carnitine biosynthetic process	BP	e	0.0715455121994245	1.0	1	229	5	15541	TMLHE	6
GO:0008216	spermidine metabolic process	BP	e	0.0715455121994245	1.0	1	229	5	15541	SAT1	6
GO:0070453	regulation of heme biosynthetic process	BP	e	0.0715455121994245	1.0	1	229	5	15541	ABCB7	7
GO:0009445	putrescine metabolic process	BP	e	0.0715455121994245	1.0	1	229	5	15541	SAT1	6
GO:0090193	positive regulation of glomerulus development	BP	e	0.0715455121994245	1.0	1	229	5	15541	AGTR2	6
GO:0061737	leukotriene signaling pathway	BP	e	0.0715455121994245	1.0	1	229	5	15541	CYSLTR1	6
GO:0046477	glycosylceramide catabolic process	BP	e	0.0715455121994245	1.0	1	229	5	15541	GLA	9
GO:0021785	branchiomotor neuron axon guidance	BP	e	0.0715455121994245	1.0	1	229	5	15541	PLXNA3	10
GO:0035564	regulation of kidney size	BP	e	0.0715455121994245	1.0	1	229	5	15541	AGTR2	4
GO:0090192	regulation of glomerulus development	BP	e	0.08523089310225225	1.0	1	229	6	15541	AGTR2	5
GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	BP	e	0.08523089310225225	1.0	1	229	6	15541	USP9X	10
GO:0034134	toll-like receptor 2 signaling pathway	BP	e	0.08523089310225225	1.0	1	229	6	15541	IRAK1	13
GO:0050432	catecholamine secretion	BP	e	0.08523089310225225	1.0	1	229	6	15541	MECP2	7
GO:0048799	animal organ maturation	BP	e	0.08523089310225225	1.0	1	229	6	15541	MBTPS2	4
GO:0141111	positive regulation of cGAS/STING signaling pathway	BP	e	0.08523089310225225	1.0	1	229	6	15541	BTK	9
GO:0008063	Toll signaling pathway	BP	e	0.08523089310225225	1.0	1	229	6	15541	IRAK1	6
GO:0021612	facial nerve structural organization	BP	e	0.08523089310225225	1.0	1	229	6	15541	PLXNA3	4
GO:0007597	blood coagulation, intrinsic pathway	BP	e	0.08523089310225225	1.0	1	229	6	15541	FLNA	7
GO:0160184	paracellular transport	BP	e	0.08523089310225225	1.0	1	229	6	15541	CLDN2	4
GO:0072215	regulation of metanephros development	BP	e	0.08523089310225225	1.0	1	229	6	15541	AGTR2	5
GO:0002016	regulation of blood volume by renin-angiotensin	BP	e	0.08523089310225225	1.0	1	229	6	15541	AGTR2	8
GO:0051026	chiasma assembly	BP	e	0.08523089310225225	1.0	1	229	6	15541	TEX11	5
GO:0034123	positive regulation of toll-like receptor signaling pathway	BP	e	0.08523089310225225	1.0	1	229	6	15541	GDI1	9
GO:0015886	heme transport	BP	e	0.08523089310225225	1.0	1	229	6	15541	ABCB7	10
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	BP	e	0.08523089310225225	1.0	1	229	6	15541	SLC35A2	7
GO:2000765	regulation of cytoplasmic translation	BP	e	0.08474439516758454	1.0	2	229	33	15541	SH3BGRL,ZCCHC13	10
GO:0043537	negative regulation of blood vessel endothelial cell migration	BP	e	0.08474439516758454	1.0	2	229	33	15541	AGTR2,MECP2	8
GO:0060685	regulation of prostatic bud formation	BP	e	0.08523089310225225	1.0	1	229	6	15541	AR	7
GO:1901401	regulation of tetrapyrrole metabolic process	BP	e	0.08523089310225225	1.0	1	229	6	15541	ABCB7	5
GO:0006269	DNA replication, synthesis of primer	BP	e	0.08523089310225225	1.0	1	229	6	15541	POLA1	8
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	BP	e	0.08523089310225225	1.0	1	229	6	15541	ITM2A	10
GO:1904690	positive regulation of cytoplasmic translational initiation	BP	e	0.08523089310225225	1.0	1	229	6	15541	SH3BGRL	12
GO:0022028	tangential migration from the subventricular zone to the olfactory bulb	BP	e	0.08523089310225225	1.0	1	229	6	15541	ARX	6
GO:0010975	regulation of neuron projection development	BP	e	0.07849784578756959	1.0	10	229	381	15541	ARMCX5-GPRASP2,DMD,FRMD7,GDI1,GPRASP3,IL1RAPL1,MCF2,PLXNA3,PQBP1,TRPC5	7
GO:0034764	positive regulation of transmembrane transport	BP	e	0.07941632120531969	1.0	5	229	155	15541	FHL1,FLNA,G6PD,GPC3,HEPH	6
GO:1903725	regulation of phospholipid metabolic process	BP	e	0.08036240017311133	1.0	2	229	32	15541	HTR2C,TAFAZZIN	7
GO:0009798	axis specification	BP	e	0.08161794826249269	1.0	3	229	69	15541	CDX4,GPC3,RIPPLY1	3
GO:1905475	regulation of protein localization to membrane	BP	e	0.08283279353645319	1.0	5	229	157	15541	AR,GPC3,GPC4,GRIPAP1,IQSEC2	5
GO:0045773	positive regulation of axon extension	BP	e	0.08474439516758454	1.0	2	229	33	15541	GDI1,TRPC5	10
GO:2000378	negative regulation of reactive oxygen species metabolic process	BP	e	0.08474439516758454	1.0	2	229	33	15541	ABCB7,G6PD	6
GO:0090183	regulation of kidney development	BP	e	0.08474439516758454	1.0	2	229	33	15541	AGTR2,MAGED1	4
GO:0006072	glycerol-3-phosphate metabolic process	BP	e	0.09871542000792229	1.0	1	229	7	15541	GK	6
GO:0002885	positive regulation of hypersensitivity	BP	e	0.09871542000792229	1.0	1	229	7	15541	BTK	10
GO:0051354	negative regulation of oxidoreductase activity	BP	e	0.09871542000792229	1.0	1	229	7	15541	GLA	5
GO:0021843	substrate-independent telencephalic tangential interneuron migration	BP	e	0.09871542000792229	1.0	1	229	7	15541	ARX	7
GO:0019405	alditol catabolic process	BP	e	0.09871542000792229	1.0	1	229	7	15541	GK	7
GO:0072423	response to DNA damage checkpoint signaling	BP	e	0.09871542000792229	1.0	1	229	7	15541	SMC1A	6
GO:0034756	regulation of iron ion transport	BP	e	0.09871542000792229	1.0	1	229	7	15541	HEPH	7
GO:1902523	positive regulation of protein K63-linked ubiquitination	BP	e	0.09871542000792229	1.0	1	229	7	15541	DDX3X	13
GO:0051302	regulation of cell division	BP	e	0.09170935438004404	1.0	5	229	162	15541	NAP1L2,OPN1LW,OPN1MW,OPN1MW2,OPN1MW3	4
GO:2000027	regulation of animal organ morphogenesis	BP	e	0.09293550265288633	1.0	3	229	73	15541	AGTR2,AR,MAGED1	5
GO:0002691	regulation of cellular extravasation	BP	e	0.09371774249259485	1.0	2	229	35	15541	CD99,XG	7
GO:1902622	regulation of neutrophil migration	BP	e	0.09371774249259485	1.0	2	229	35	15541	CD99,XG	7
GO:0051962	positive regulation of nervous system development	BP	e	0.09425728726744294	1.0	7	229	242	15541	ARMCX5-GPRASP2,GDI1,GPRASP3,IL1RAPL1,IQSEC2,MECP2,TRPC5	6
GO:1901888	regulation of cell junction assembly	BP	e	0.09582759804657179	1.0	7	229	244	15541	ARMCX5-GPRASP2,GPC4,GPRASP3,IL1RAPL1,IL1RAPL2,IQSEC2,NLGN4X	5
GO:0033619	membrane protein proteolysis	BP	e	0.09830313635324249	1.0	2	229	36	15541	MBTPS2,RBMX	6
GO:0007015	actin filament organization	BP	e	0.09831908016362144	1.0	7	229	247	15541	ARHGAP36,DIAPH2,FLNA,GDPD2,PLS3,SH3KBP1,TMSB15C	5
GO:1900454	positive regulation of long-term synaptic depression	BP	e	0.08523089310225225	1.0	1	229	6	15541	IQSEC2	9
GO:0003360	brainstem development	BP	e	0.08523089310225225	1.0	1	229	6	15541	NLGN4X	3
GO:0099187	presynaptic cytoskeleton organization	BP	e	0.08523089310225225	1.0	1	229	6	15541	PLS3	6
GO:0030516	regulation of axon extension	BP	e	0.08719831006989931	1.0	3	229	71	15541	GDI1,PLXNA3,TRPC5	7
GO:0042596	fear response	BP	e	0.08919718115273739	1.0	2	229	34	15541	HTR2C,MECP2	4
GO:0007005	mitochondrion organization	BP	e	0.08934329583363215	1.0	7	229	235	15541	APOO,ARMCX3,FAM3A,HSD17B10,PIM2,TAFAZZIN,TIMM8A	5
GO:0043270	positive regulation of monoatomic ion transport	BP	e	0.08989603731630033	1.0	5	229	161	15541	CASK,FHL1,FLNA,G6PD,HEPH	6
GO:0044087	regulation of cellular component biogenesis	BP	e	0.09022007374288485	1.0	20	229	931	15541	ABCB7,ARHGEF9,ARMCX5-GPRASP2,BTK,DDX3X,EFNB1,FLNA,FRMD7,GPC4,GPRASP3,HCFC1,IL1RAPL1,IL1RAPL2,IQSEC2,MECP2,NBDY,NLGN4X,TENM1,USP9X,WDR44	4
GO:0001821	histamine secretion	BP	e	0.08523089310225225	1.0	1	229	6	15541	BTK	6
GO:0034085	establishment of sister chromatid cohesion	BP	e	0.08523089310225225	1.0	1	229	6	15541	SMC1A	3
GO:0006020	inositol metabolic process	BP	e	0.08523089310225225	1.0	1	229	6	15541	MECP2	6
GO:0002317	plasma cell differentiation	BP	e	0.08523089310225225	1.0	1	229	6	15541	ITM2A	10
GO:0016139	glycoside catabolic process	BP	e	0.08523089310225225	1.0	1	229	6	15541	GLA	6
GO:0021830	interneuron migration from the subpallium to the cortex	BP	e	0.08523089310225225	1.0	1	229	6	15541	ARX	8
GO:0019563	glycerol catabolic process	BP	e	0.08523089310225225	1.0	1	229	6	15541	GK	8
GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system	BP	e	0.08523089310225225	1.0	1	229	6	15541	KLHL15	10
GO:0090063	positive regulation of microtubule nucleation	BP	e	0.09871542000792229	1.0	1	229	7	15541	MECP2	11
GO:0032056	positive regulation of translation in response to stress	BP	e	0.09871542000792229	1.0	1	229	7	15541	DDX3X	11
GO:0048843	negative regulation of axon extension involved in axon guidance	BP	e	0.09871542000792229	1.0	1	229	7	15541	PLXNA3	11
GO:0071649	regulation of chemokine (C-C motif) ligand 5 production	BP	e	0.09871542000792229	1.0	1	229	7	15541	DDX3X	10
GO:0021860	pyramidal neuron development	BP	e	0.09871542000792229	1.0	1	229	7	15541	PLXNA3	7
GO:0050999	regulation of nitric-oxide synthase activity	BP	e	0.09871542000792229	1.0	1	229	7	15541	GLA	5
GO:0006086	pyruvate decarboxylation to acetyl-CoA	BP	e	0.09871542000792229	1.0	1	229	7	15541	PDHA1	10
GO:0039531	regulation of cytoplasmic pattern recognition receptor signaling pathway	BP	e	0.09882455303108909	1.0	3	229	75	15541	BTK,DDX3X,TASL	8
GO:0072178	nephric duct morphogenesis	BP	e	0.09871542000792229	1.0	1	229	7	15541	GPC3	6
GO:0072161	mesenchymal cell differentiation involved in kidney development	BP	e	0.09871542000792229	1.0	1	229	7	15541	AMER1	6
GO:0038172	interleukin-33-mediated signaling pathway	BP	e	0.09871542000792229	1.0	1	229	7	15541	IRAK1	7
GO:0072396	response to cell cycle checkpoint signaling	BP	e	0.09871542000792229	1.0	1	229	7	15541	SMC1A	4
GO:0042723	thiamine-containing compound metabolic process	BP	e	0.09871542000792229	1.0	1	229	7	15541	TKTL1	4
GO:0032486	Rap protein signal transduction	BP	e	0.09871542000792229	1.0	1	229	7	15541	RAP2C	8
GO:0097272	ammonium homeostasis	BP	e	0.09871542000792229	1.0	1	229	7	15541	OTC	4
GO:0033327	Leydig cell differentiation	BP	e	0.09871542000792229	1.0	1	229	7	15541	AR	4
GO:1905268	negative regulation of chromatin organization	BP	e	0.09871542000792229	1.0	1	229	7	15541	PHF8	6
GO:0140331	aminophospholipid translocation	BP	e	0.09871542000792229	1.0	1	229	7	15541	ATP11C	8
GO:0021826	substrate-independent telencephalic tangential migration	BP	e	0.09871542000792229	1.0	1	229	7	15541	ARX	6
GO:0006578	amino-acid betaine biosynthetic process	BP	e	0.09871542000792229	1.0	1	229	7	15541	TMLHE	5
GO:0021855	hypothalamus cell migration	BP	e	0.09871542000792229	1.0	1	229	7	15541	PLXNA3	4
GO:0015780	nucleotide-sugar transmembrane transport	BP	e	0.09871542000792229	1.0	1	229	7	15541	SLC35A2	6
GO:2001012	mesenchymal cell differentiation involved in renal system development	BP	e	0.09871542000792229	1.0	1	229	7	15541	AMER1	5
GO:0072402	response to DNA integrity checkpoint signaling	BP	e	0.09871542000792229	1.0	1	229	7	15541	SMC1A	5
GO:1904352	positive regulation of protein catabolic process in the vacuole	BP	e	0.09871542000792229	1.0	1	229	7	15541	RNF128	9
GO:0014722	regulation of skeletal muscle contraction by calcium ion signaling	BP	e	0.09871542000792229	1.0	1	229	7	15541	DMD	9
GO:0000052	citrulline metabolic process	BP	e	0.09871542000792229	1.0	1	229	7	15541	OTC	8
GO:1901678	iron coordination entity transport	BP	e	0.09871542000792229	1.0	1	229	7	15541	ABCB7	9
GO:0072203	cell proliferation involved in metanephros development	BP	e	0.09871542000792229	1.0	1	229	7	15541	GPC3	4
GO:0099545	trans-synaptic signaling by trans-synaptic complex	BP	e	0.09871542000792229	1.0	1	229	7	15541	IL1RAPL1	7
GO:1900150	regulation of defense response to fungus	BP	e	0.09871542000792229	1.0	1	229	7	15541	FAM3A	6
GO:0070782	phosphatidylserine exposure on apoptotic cell surface	BP	e	0.09871542000792229	1.0	1	229	7	15541	TRPC5	9
GO:0050774	negative regulation of dendrite morphogenesis	BP	e	0.11200202801733299	1.0	1	229	8	15541	TRPC5	10
GO:1904688	regulation of cytoplasmic translational initiation	BP	e	0.11200202801733299	1.0	1	229	8	15541	SH3BGRL	11
GO:0061795	Golgi lumen acidification	BP	e	0.11200202801733299	1.0	1	229	8	15541	ATP6AP1	9
GO:0036035	osteoclast development	BP	e	0.11200202801733299	1.0	1	229	8	15541	ATP6AP1	6
GO:0120261	regulation of heterochromatin organization	BP	e	0.11200202801733299	1.0	1	229	8	15541	PHF8	6
GO:0046710	GDP metabolic process	BP	e	0.11200202801733299	1.0	1	229	8	15541	CASK	10
GO:0051639	actin filament network formation	BP	e	0.11200202801733299	1.0	1	229	8	15541	PLS3	6
GO:0007494	midgut development	BP	e	0.11200202801733299	1.0	1	229	8	15541	OTC	5
GO:0120035	regulation of plasma membrane bounded cell projection organization	BP	e	0.1098358760020275	1.0	13	229	572	15541	ARMCX5-GPRASP2,DMD,FRMD7,GDI1,GPRASP3,IL1RAPL1,MCF2,PLXNA3,PQBP1,TENM1,TRPC5,USP9X,WDR44	6
GO:0001558	regulation of cell growth	BP	e	0.11144834006243473	1.0	9	229	355	15541	AGTR2,DDX3X,FHL1,G6PD,GDI1,JADE3,PLXNA3,RBBP7,TRPC5	5
GO:1903608	protein localization to cytoplasmic stress granule	BP	e	0.11200202801733299	1.0	1	229	8	15541	DDX3X	5
GO:0010603	regulation of cytoplasmic mRNA processing body assembly	BP	e	0.11200202801733299	1.0	1	229	8	15541	NBDY	7
GO:0036500	ATF6-mediated unfolded protein response	BP	e	0.11200202801733299	1.0	1	229	8	15541	MBTPS2	7
GO:0006930	substrate-dependent cell migration, cell extension	BP	e	0.11200202801733299	1.0	1	229	8	15541	OPHN1	7
GO:0045137	development of primary sexual characteristics	BP	e	0.11200202801733299	1.0	1	229	8	15541	DACH2	3
GO:0098751	bone cell development	BP	e	0.11200202801733299	1.0	1	229	8	15541	ATP6AP1	4
GO:0048519	negative regulation of biological process	BP	e	0.1056051939896725	1.0	77	229	4467	15541	ABCB7,ACTRT1,AFF2,AGTR2,AMER1,AR,ARMCX5-GPRASP2,ARX,BTK,CASK,CDX4,DDX3X,DLG3,EMD,FAM3A,FHL1,FLNA,FRMD7,G6PD,GDI1,GLA,GPC3,GPR174,GPRASP3,GRIPAP1,GSPT2,HCFC1,HMGN5,HTR2C,IGSF1,IL1RAPL1,IRAK1,ITM2A,KLHL15,MAGEA1,MAGED1,MAGEE2,MBNL3,MBTPS2,MCF2,MECP2,MID1,MID2,MTMR8,NBDY,NKAP,NLGN4X,OPHN1,OTUD5,PHF8,PIM2,PLXNA3,POU3F4,PRDX4,RADX,RAP2C,RBBP7,RBMX,RIPPLY1,RNF128,RPL10,RRAGB,SCML2,SPRY3,TAB3,TBX22,TENM1,TENT5D,TEX11,TFE3,TGIF2LX,TRPC5,TSC22D3,USP9X,VSIG4,WDR44,ZNF182	3
